GP_ID,GP_Name,Block,District,State,Overall_PAI_Score,Overall_Grade,Overall_Category,T1_Poverty_Free_Score,T1_Poverty_Free_Grade,T1_Poverty_Free_Category,T2_Healthy_Score,T2_Healthy_Grade,T2_Healthy_Category,T3_Child_Friendly_Score,T3_Child_Friendly_Grade,T3_Child_Friendly_Category,T4_Water_Sufficient_Score,T4_Water_Sufficient_Grade,T4_Water_Sufficient_Category,T5_Clean_Green_Score,T5_Clean_Green_Grade,T5_Clean_Green_Category,T6_Self_Sufficient_Score,T6_Self_Sufficient_Grade,T6_Self_Sufficient_Category,T7_Socially_Just_Score,T7_Socially_Just_Grade,T7_Socially_Just_Category,T8_Good_Governance_Score,T8_Good_Governance_Grade,T8_Good_Governance_Category,T9_Women_Friendly_Score,T9_Women_Friendly_Grade,T9_Women_Friendly_Category
18791,Surajpur,Nabha [326],Patiala,Punjab,56.99,C,Aspirant,54.87,C,Aspirant,77.78,A,Front Runner,63.33,B,Performer,70.27,B,Performer,58.98,C,Aspirant,49.41,C,Aspirant,71.14,B,Performer,35.31,D,Beginner,45.59,C,Aspirant
18668,Bishanpura,Nabha [326],Patiala,Punjab,56.98,C,Aspirant,57.01,C,Aspirant,81.52,A,Front Runner,63.33,B,Performer,60.13,B,Performer,52.91,C,Aspirant,35.29,D,Beginner,79.43,A,Front Runner,54.77,C,Aspirant,44.05,C,Aspirant
18713,Jhambali Sani,Nabha [326],Patiala,Punjab,56.64,C,Aspirant,59.68,C,Aspirant,81.67,A,Front Runner,72.5,B,Performer,55.61,C,Aspirant,47.17,C,Aspirant,46.67,C,Aspirant,71.37,B,Performer,43.61,C,Aspirant,44.59,C,Aspirant
18725,Khanaura,Nabha [326],Patiala,Punjab,56.63,C,Aspirant,62.26,B,Performer,88.03,A,Front Runner,67.05,B,Performer,56.36,C,Aspirant,40.51,C,Aspirant,41.11,C,Aspirant,69.37,B,Performer,43.15,C,Aspirant,58.06,C,Aspirant
18789,Sudhewal,Nabha [326],Patiala,Punjab,56.59,C,Aspirant,70.47,B,Performer,85.12,A,Front Runner,66.14,B,Performer,52.0,C,Aspirant,34.92,D,Beginner,46.67,C,Aspirant,77.87,A,Front Runner,43.19,C,Aspirant,52.66,C,Aspirant
18779,Sakrali,Nabha [326],Patiala,Punjab,56.51,C,Aspirant,70.0,B,Performer,80.81,A,Front Runner,65.35,B,Performer,66.44,B,Performer,33.12,D,Beginner,44.44,C,Aspirant,77.11,A,Front Runner,37.49,D,Beginner,56.19,C,Aspirant
18723,Kansuha Khurd,Nabha [326],Patiala,Punjab,56.28,C,Aspirant,71.93,B,Performer,82.49,A,Front Runner,66.72,B,Performer,68.23,B,Performer,44.89,C,Aspirant,44.44,C,Aspirant,72.75,B,Performer,30.46,D,Beginner,47.42,C,Aspirant
18774,Rohti Mauran,Nabha [326],Patiala,Punjab,56.26,C,Aspirant,68.01,B,Performer,73.34,B,Performer,55.39,C,Aspirant,58.84,C,Aspirant,47.92,C,Aspirant,41.11,C,Aspirant,81.1,A,Front Runner,40.43,C,Aspirant,53.81,C,Aspirant
18749,Mehas,Nabha [326],Patiala,Punjab,56.26,C,Aspirant,69.94,B,Performer,78.91,A,Front Runner,59.97,C,Aspirant,58.77,C,Aspirant,47.24,C,Aspirant,35.56,D,Beginner,76.89,A,Front Runner,42.61,C,Aspirant,52.74,C,Aspirant
18799,Uplan,Nabha [326],Patiala,Punjab,56.25,C,Aspirant,69.46,B,Performer,80.81,A,Front Runner,62.47,B,Performer,73.72,B,Performer,50.92,C,Aspirant,31.11,D,Beginner,77.66,A,Front Runner,34.56,D,Beginner,51.32,C,Aspirant
18670,Chathe,Nabha [326],Patiala,Punjab,56.22,C,Aspirant,58.95,C,Aspirant,86.81,A,Front Runner,71.28,B,Performer,50.65,C,Aspirant,43.56,C,Aspirant,30.0,D,Beginner,75.96,A,Front Runner,66.52,B,Performer,45.97,C,Aspirant
18716,Kalah Majra,Nabha [326],Patiala,Punjab,56.21,C,Aspirant,57.2,C,Aspirant,72.8,B,Performer,56.31,C,Aspirant,68.65,B,Performer,49.98,C,Aspirant,38.89,D,Beginner,73.99,B,Performer,51.45,C,Aspirant,47.01,C,Aspirant
18686,Diwangarh,Nabha [326],Patiala,Punjab,56.15,C,Aspirant,66.16,B,Performer,80.59,A,Front Runner,64.85,B,Performer,57.0,C,Aspirant,34.48,D,Beginner,38.89,D,Beginner,78.83,A,Front Runner,54.61,C,Aspirant,48.79,C,Aspirant
18780,Saluwal,Nabha [326],Patiala,Punjab,56.14,C,Aspirant,58.15,C,Aspirant,80.71,A,Front Runner,59.23,C,Aspirant,54.24,C,Aspirant,48.62,C,Aspirant,44.44,C,Aspirant,79.13,A,Front Runner,42.4,C,Aspirant,50.7,C,Aspirant
244211,Surain Das Colony,Nabha [326],Patiala,Punjab,56.13,C,Aspirant,75.07,A,Front Runner,75.4,A,Front Runner,70.66,B,Performer,51.11,C,Aspirant,40.67,C,Aspirant,32.06,D,Beginner,75.25,A,Front Runner,38.89,D,Beginner,70.89,B,Performer
18661,Bhillowal,Nabha [326],Patiala,Punjab,56.1,C,Aspirant,64.72,B,Performer,74.35,B,Performer,56.99,C,Aspirant,54.0,C,Aspirant,50.96,C,Aspirant,46.67,C,Aspirant,79.66,A,Front Runner,46.31,C,Aspirant,42.33,C,Aspirant
18652,Behbalpur,Nabha [326],Patiala,Punjab,56.07,C,Aspirant,65.18,B,Performer,67.29,B,Performer,64.74,B,Performer,51.19,C,Aspirant,49.52,C,Aspirant,46.67,C,Aspirant,75.77,A,Front Runner,42.46,C,Aspirant,50.66,C,Aspirant
18901,Wazidpur,Patiala [327],Patiala,Punjab,66.83,B,Performer,68.48,B,Performer,88.24,A,Front Runner,75.97,A,Front Runner,63.55,B,Performer,70.22,B,Performer,44.44,C,Aspirant,78.86,A,Front Runner,62.17,B,Performer,59.6,C,Aspirant
19245,Jhandi,Patiala [327],Patiala,Punjab,66.57,B,Performer,82.14,A,Front Runner,87.36,A,Front Runner,66.62,B,Performer,59.33,C,Aspirant,66.11,B,Performer,64.71,B,Performer,82.32,A,Front Runner,55.57,C,Aspirant,46.23,C,Aspirant
19289,Sawajpur Purana,Patiala [327],Patiala,Punjab,65.27,B,Performer,84.43,A,Front Runner,77.22,A,Front Runner,67.56,B,Performer,57.96,C,Aspirant,59.5,C,Aspirant,43.75,C,Aspirant,77.92,A,Front Runner,60.03,B,Performer,69.19,B,Performer
19279,Ramgarh,Patiala [327],Patiala,Punjab,65.26,B,Performer,71.19,B,Performer,84.07,A,Front Runner,73.43,B,Performer,60.0,B,Performer,55.33,C,Aspirant,61.18,B,Performer,70.22,B,Performer,63.75,B,Performer,53.75,C,Aspirant
19251,Karhali,Patiala [327],Patiala,Punjab,65.18,B,Performer,73.45,B,Performer,90.29,A+,Achiever,68.17,B,Performer,61.28,B,Performer,72.26,B,Performer,43.89,C,Aspirant,82.34,A,Front Runner,53.48,C,Aspirant,54.91,C,Aspirant
19207,Bathoi Khurd,Patiala [327],Patiala,Punjab,65.06,B,Performer,83.18,A,Front Runner,83.4,A,Front Runner,71.5,B,Performer,58.07,C,Aspirant,60.38,B,Performer,52.5,C,Aspirant,73.35,B,Performer,55.68,C,Aspirant,56.04,C,Aspirant
18856,Kuka,Patiala [327],Patiala,Punjab,64.91,B,Performer,81.68,A,Front Runner,89.49,A,Front Runner,76.1,A,Front Runner,60.31,B,Performer,48.62,C,Aspirant,52.22,C,Aspirant,76.22,A,Front Runner,62.17,B,Performer,50.65,C,Aspirant
19254,Kheri Barna,Patiala [327],Patiala,Punjab,64.47,B,Performer,73.99,B,Performer,82.47,A,Front Runner,74.5,B,Performer,60.98,B,Performer,57.44,C,Aspirant,47.06,C,Aspirant,76.54,A,Front Runner,59.72,C,Aspirant,56.19,C,Aspirant
18826,Dilawarpur,Patiala [327],Patiala,Punjab,63.84,B,Performer,77.89,A,Front Runner,84.29,A,Front Runner,64.95,B,Performer,56.33,C,Aspirant,51.71,C,Aspirant,57.78,C,Aspirant,83.02,A,Front Runner,53.48,C,Aspirant,55.3,C,Aspirant
18859,Lang,Patiala [327],Patiala,Punjab,63.75,B,Performer,85.78,A,Front Runner,58.75,C,Aspirant,42.33,C,Aspirant,72.15,B,Performer,57.61,C,Aspirant,67.65,B,Performer,87.52,A,Front Runner,54.72,C,Aspirant,60.57,B,Performer
19280,Randhawa,Patiala [327],Patiala,Punjab,63.38,B,Performer,81.09,A,Front Runner,87.41,A,Front Runner,69.32,B,Performer,55.98,C,Aspirant,50.73,C,Aspirant,55.0,C,Aspirant,85.25,A,Front Runner,53.48,C,Aspirant,47.15,C,Aspirant
18877,Rakhra,Patiala [327],Patiala,Punjab,62.98,B,Performer,64.56,B,Performer,67.24,B,Performer,74.0,B,Performer,62.13,B,Performer,68.8,B,Performer,52.5,C,Aspirant,72.8,B,Performer,53.48,C,Aspirant,55.54,C,Aspirant
19288,Sassi Brahamana,Patiala [327],Patiala,Punjab,62.77,B,Performer,63.37,B,Performer,85.64,A,Front Runner,67.54,B,Performer,57.36,C,Aspirant,59.28,C,Aspirant,43.53,C,Aspirant,83.23,A,Front Runner,57.83,C,Aspirant,57.93,C,Aspirant
18829,Dadhera,Patiala [327],Patiala,Punjab,62.73,B,Performer,70.24,B,Performer,76.71,A,Front Runner,67.27,B,Performer,62.25,B,Performer,57.21,C,Aspirant,59.22,C,Aspirant,74.99,B,Performer,53.48,C,Aspirant,49.08,C,Aspirant
19210,Bhanri,Patiala [327],Patiala,Punjab,62.73,B,Performer,84.44,A,Front Runner,85.54,A,Front Runner,52.65,C,Aspirant,57.89,C,Aspirant,52.7,C,Aspirant,52.94,C,Aspirant,80.67,A,Front Runner,55.56,C,Aspirant,54.61,C,Aspirant
19211,Bibipur (183),Patiala [327],Patiala,Punjab,62.65,B,Performer,71.75,B,Performer,86.38,A,Front Runner,89.07,A,Front Runner,47.3,C,Aspirant,55.68,C,Aspirant,38.89,D,Beginner,80.28,A,Front Runner,47.37,C,Aspirant,69.14,B,Performer
18817,Chuharpur Kalan,Patiala [327],Patiala,Punjab,62.54,B,Performer,69.97,B,Performer,82.58,A,Front Runner,72.6,B,Performer,59.67,C,Aspirant,69.25,B,Performer,41.11,C,Aspirant,80.6,A,Front Runner,62.17,B,Performer,40.96,C,Aspirant
19263,Mado Majra,Patiala [327],Patiala,Punjab,62.44,B,Performer,78.09,A,Front Runner,80.48,A,Front Runner,57.78,C,Aspirant,54.84,C,Aspirant,60.97,B,Performer,52.94,C,Aspirant,80.39,A,Front Runner,62.17,B,Performer,44.89,C,Aspirant
18861,Malo Majra,Patiala [327],Patiala,Punjab,62.43,B,Performer,83.62,A,Front Runner,78.87,A,Front Runner,58.78,C,Aspirant,53.28,C,Aspirant,63.18,B,Performer,44.44,C,Aspirant,78.77,A,Front Runner,68.06,B,Performer,46.31,C,Aspirant
18846,Kalyan,Patiala [327],Patiala,Punjab,62.32,B,Performer,73.32,B,Performer,67.79,B,Performer,62.67,B,Performer,37.37,D,Beginner,63.86,B,Performer,64.71,B,Performer,77.34,A,Front Runner,72.37,B,Performer,52.69,C,Aspirant
19276,Passiana,Patiala [327],Patiala,Punjab,62.25,B,Performer,72.52,B,Performer,85.01,A,Front Runner,68.4,B,Performer,54.37,C,Aspirant,46.59,C,Aspirant,50.0,C,Aspirant,77.92,A,Front Runner,59.74,C,Aspirant,56.49,C,Aspirant
19282,Rawas Brahamana,Patiala [327],Patiala,Punjab,62.22,B,Performer,71.93,B,Performer,84.94,A,Front Runner,74.0,B,Performer,56.07,C,Aspirant,51.12,C,Aspirant,43.75,C,Aspirant,69.03,B,Performer,70.87,B,Performer,50.37,C,Aspirant
18844,Kakrala,Patiala [327],Patiala,Punjab,62.2,B,Performer,77.31,A,Front Runner,71.19,B,Performer,64.38,B,Performer,62.8,B,Performer,61.78,B,Performer,44.44,C,Aspirant,85.38,A,Front Runner,66.52,B,Performer,40.14,C,Aspirant
19234,Dudhar,Patiala [327],Patiala,Punjab,62.19,B,Performer,78.06,A,Front Runner,81.46,A,Front Runner,63.33,B,Performer,52.84,C,Aspirant,53.43,C,Aspirant,61.18,B,Performer,76.01,A,Front Runner,55.42,C,Aspirant,47.52,C,Aspirant
19248,Kalar Bhaini (167),Patiala [327],Patiala,Punjab,62.17,B,Performer,81.0,A,Front Runner,74.17,B,Performer,59.2,C,Aspirant,64.44,B,Performer,51.03,C,Aspirant,58.24,C,Aspirant,71.98,B,Performer,64.03,B,Performer,44.19,C,Aspirant
19209,Bhanra,Patiala [327],Patiala,Punjab,61.95,B,Performer,81.08,A,Front Runner,81.62,A,Front Runner,72.0,B,Performer,56.93,C,Aspirant,44.6,C,Aspirant,46.47,C,Aspirant,80.2,A,Front Runner,55.6,C,Aspirant,53.64,C,Aspirant
19295,Tulewal,Patiala [327],Patiala,Punjab,61.84,B,Performer,74.27,B,Performer,91.33,A+,Achiever,66.92,B,Performer,59.77,C,Aspirant,54.55,C,Aspirant,58.33,C,Aspirant,73.65,B,Performer,40.43,C,Aspirant,51.42,C,Aspirant
18858,Laluchhi,Patiala [327],Patiala,Punjab,61.8,B,Performer,87.4,A,Front Runner,80.55,A,Front Runner,67.04,B,Performer,43.96,C,Aspirant,47.52,C,Aspirant,50.0,C,Aspirant,78.0,A,Front Runner,55.57,C,Aspirant,61.51,B,Performer
18890,Sekhupura,Patiala [327],Patiala,Punjab,61.64,B,Performer,84.26,A,Front Runner,82.74,A,Front Runner,75.62,A,Front Runner,48.89,C,Aspirant,67.5,B,Performer,41.11,C,Aspirant,78.41,A,Front Runner,36.09,D,Beginner,63.48,B,Performer
18806,Barsat,Patiala [327],Patiala,Punjab,61.48,B,Performer,62.24,B,Performer,78.54,A,Front Runner,78.67,A,Front Runner,61.67,B,Performer,58.9,C,Aspirant,41.67,C,Aspirant,64.98,B,Performer,62.17,B,Performer,53.39,C,Aspirant
18833,Gajju Majra,Patiala [327],Patiala,Punjab,61.38,B,Performer,77.37,A,Front Runner,83.84,A,Front Runner,75.49,A,Front Runner,44.52,C,Aspirant,56.6,C,Aspirant,56.3,C,Aspirant,67.75,B,Performer,49.13,C,Aspirant,53.48,C,Aspirant
19265,Main,Patiala [327],Patiala,Punjab,61.23,B,Performer,62.55,B,Performer,65.83,B,Performer,77.0,A,Front Runner,51.95,C,Aspirant,70.39,B,Performer,47.06,C,Aspirant,70.37,B,Performer,64.04,B,Performer,49.22,C,Aspirant
19278,Ram Nagar Alias Bakshi Wala,Patiala [327],Patiala,Punjab,60.76,B,Performer,72.09,B,Performer,87.07,A,Front Runner,74.72,B,Performer,47.01,C,Aspirant,46.24,C,Aspirant,50.0,C,Aspirant,83.19,A,Front Runner,44.78,C,Aspirant,59.45,C,Aspirant
19291,Sher Majra,Patiala [327],Patiala,Punjab,60.5,B,Performer,73.89,B,Performer,79.41,A,Front Runner,67.0,B,Performer,57.59,C,Aspirant,39.03,D,Beginner,50.0,C,Aspirant,78.78,A,Front Runner,57.83,C,Aspirant,53.93,C,Aspirant
19292,Sular,Patiala [327],Patiala,Punjab,60.49,B,Performer,70.69,B,Performer,81.89,A,Front Runner,51.63,C,Aspirant,56.31,C,Aspirant,46.53,C,Aspirant,50.88,C,Aspirant,78.18,A,Front Runner,66.52,B,Performer,52.3,C,Aspirant
18813,Bishanpur Chhana,Patiala [327],Patiala,Punjab,60.45,B,Performer,72.98,B,Performer,82.21,A,Front Runner,62.55,B,Performer,59.16,C,Aspirant,54.71,C,Aspirant,44.44,C,Aspirant,76.79,A,Front Runner,55.56,C,Aspirant,46.83,C,Aspirant
18831,Fatehpur,Patiala [327],Patiala,Punjab,60.35,B,Performer,78.61,A,Front Runner,65.89,B,Performer,67.88,B,Performer,47.42,C,Aspirant,52.45,C,Aspirant,61.11,B,Performer,78.01,A,Front Runner,53.48,C,Aspirant,47.61,C,Aspirant
19221,Dakala,Patiala [327],Patiala,Punjab,60.1,B,Performer,67.99,B,Performer,84.94,A,Front Runner,74.0,B,Performer,46.61,C,Aspirant,50.16,C,Aspirant,52.5,C,Aspirant,59.55,C,Aspirant,64.04,B,Performer,51.17,C,Aspirant
18822,Dhakrabba,Patiala [327],Patiala,Punjab,59.92,C,Aspirant,77.09,A,Front Runner,88.0,A,Front Runner,63.45,B,Performer,47.22,C,Aspirant,54.21,C,Aspirant,49.44,C,Aspirant,76.69,A,Front Runner,43.07,C,Aspirant,55.34,C,Aspirant
19287,Sassa Gujran,Patiala [327],Patiala,Punjab,59.7,C,Aspirant,67.38,B,Performer,86.48,A,Front Runner,70.8,B,Performer,48.22,C,Aspirant,55.53,C,Aspirant,37.65,D,Beginner,72.56,B,Performer,49.13,C,Aspirant,65.02,B,Performer
289434,Nawan Rakhra,Patiala [327],Patiala,Punjab,59.54,C,Aspirant,71.78,B,Performer,72.58,B,Performer,50.27,C,Aspirant,54.42,C,Aspirant,64.03,B,Performer,55.21,C,Aspirant,67.5,B,Performer,47.22,C,Aspirant,58.52,C,Aspirant
19255,Kheri Gujran,Patiala [327],Patiala,Punjab,59.41,C,Aspirant,83.37,A,Front Runner,81.85,A,Front Runner,63.33,B,Performer,63.51,B,Performer,53.58,C,Aspirant,41.18,C,Aspirant,78.25,A,Front Runner,49.13,C,Aspirant,39.63,D,Beginner
18878,Ranbirpura,Patiala [327],Patiala,Punjab,59.1,C,Aspirant,64.22,B,Performer,81.46,A,Front Runner,77.0,A,Front Runner,47.44,C,Aspirant,58.6,C,Aspirant,47.06,C,Aspirant,73.74,B,Performer,53.48,C,Aspirant,42.35,C,Aspirant
18881,Rauni Jhugian,Patiala [327],Patiala,Punjab,59.06,C,Aspirant,62.69,B,Performer,71.27,B,Performer,66.34,B,Performer,54.63,C,Aspirant,59.07,C,Aspirant,38.75,D,Beginner,77.97,A,Front Runner,53.48,C,Aspirant,56.53,C,Aspirant
18819,Dhablan,Patiala [327],Patiala,Punjab,59.04,C,Aspirant,70.9,B,Performer,87.08,A,Front Runner,65.62,B,Performer,53.56,C,Aspirant,58.81,C,Aspirant,36.11,D,Beginner,77.36,A,Front Runner,47.46,C,Aspirant,51.48,C,Aspirant
18827,Dughat,Patiala [327],Patiala,Punjab,58.92,C,Aspirant,74.05,B,Performer,69.86,B,Performer,58.4,C,Aspirant,62.23,B,Performer,73.7,B,Performer,44.71,C,Aspirant,78.18,A,Front Runner,43.07,C,Aspirant,41.01,C,Aspirant
19262,Langroi,Patiala [327],Patiala,Punjab,58.79,C,Aspirant,79.79,A,Front Runner,84.9,A,Front Runner,44.03,C,Aspirant,57.99,C,Aspirant,54.77,C,Aspirant,44.12,C,Aspirant,74.0,B,Performer,55.42,C,Aspirant,48.98,C,Aspirant
18853,Kheri Mallan,Patiala [327],Patiala,Punjab,58.68,C,Aspirant,75.08,A,Front Runner,86.11,A,Front Runner,58.2,C,Aspirant,53.76,C,Aspirant,33.07,D,Beginner,57.78,C,Aspirant,73.72,B,Performer,51.7,C,Aspirant,56.01,C,Aspirant
19201,Amam Nagar,Patiala [327],Patiala,Punjab,58.63,C,Aspirant,67.88,B,Performer,85.57,A,Front Runner,73.45,B,Performer,43.91,C,Aspirant,54.99,C,Aspirant,44.44,C,Aspirant,73.39,B,Performer,53.48,C,Aspirant,45.53,C,Aspirant
19256,Khera Jattan,Patiala [327],Patiala,Punjab,58.58,C,Aspirant,68.79,B,Performer,80.2,A,Front Runner,63.33,B,Performer,45.1,C,Aspirant,45.37,C,Aspirant,61.18,B,Performer,72.79,B,Performer,64.05,B,Performer,39.81,D,Beginner
18855,Kheri Muslmani,Patiala [327],Patiala,Punjab,58.27,C,Aspirant,67.4,B,Performer,76.83,A,Front Runner,69.29,B,Performer,47.14,C,Aspirant,53.38,C,Aspirant,52.22,C,Aspirant,77.08,A,Front Runner,49.13,C,Aspirant,43.38,C,Aspirant
19229,Devi Nagar,Patiala [327],Patiala,Punjab,58.25,C,Aspirant,77.26,A,Front Runner,75.99,A,Front Runner,52.61,C,Aspirant,43.24,C,Aspirant,48.7,C,Aspirant,37.5,D,Beginner,79.85,A,Front Runner,57.83,C,Aspirant,68.55,B,Performer
260798,Channa Khoti,Patiala [327],Patiala,Punjab,57.92,C,Aspirant,58.71,C,Aspirant,86.67,A,Front Runner,63.33,B,Performer,56.68,C,Aspirant,51.45,C,Aspirant,46.88,C,Aspirant,75.23,A,Front Runner,51.4,C,Aspirant,43.09,C,Aspirant
18818,Chuharpur Marasian,Patiala [327],Patiala,Punjab,57.87,C,Aspirant,64.34,B,Performer,59.93,C,Aspirant,58.38,C,Aspirant,64.13,B,Performer,61.81,B,Performer,44.44,C,Aspirant,78.26,A,Front Runner,57.83,C,Aspirant,40.58,C,Aspirant
19243,Jalal Khera,Patiala [327],Patiala,Punjab,57.83,C,Aspirant,67.65,B,Performer,82.5,A,Front Runner,67.0,B,Performer,46.19,C,Aspirant,41.4,C,Aspirant,49.41,C,Aspirant,79.23,A,Front Runner,53.48,C,Aspirant,48.29,C,Aspirant
18900,Balipur,Patiala [327],Patiala,Punjab,57.67,C,Aspirant,71.05,B,Performer,79.72,A,Front Runner,78.75,A,Front Runner,55.41,C,Aspirant,50.13,C,Aspirant,41.18,C,Aspirant,57.31,C,Aspirant,47.23,C,Aspirant,51.06,C,Aspirant
244247,New Dakala,Patiala [327],Patiala,Punjab,57.62,C,Aspirant,75.68,A,Front Runner,82.85,A,Front Runner,65.0,B,Performer,35.91,D,Beginner,53.64,C,Aspirant,40.21,C,Aspirant,77.41,A,Front Runner,47.23,C,Aspirant,60.62,B,Performer
18392,Raj Garh,Patiala [327],Patiala,Punjab,57.61,C,Aspirant,65.8,B,Performer,77.24,A,Front Runner,59.5,C,Aspirant,46.33,C,Aspirant,62.57,B,Performer,43.75,C,Aspirant,71.92,B,Performer,47.38,C,Aspirant,53.47,C,Aspirant
19226,Daroli,Patiala [327],Patiala,Punjab,57.1,C,Aspirant,67.87,B,Performer,81.67,A,Front Runner,65.4,B,Performer,39.86,D,Beginner,36.95,D,Beginner,52.94,C,Aspirant,69.29,B,Performer,66.52,B,Performer,49.49,C,Aspirant
260800,New Rauni,Patiala [327],Patiala,Punjab,57.04,C,Aspirant,71.63,B,Performer,70.28,B,Performer,50.36,C,Aspirant,48.57,C,Aspirant,62.86,B,Performer,36.04,D,Beginner,72.26,B,Performer,59.73,C,Aspirant,53.07,C,Aspirant
19225,Darola,Patiala [327],Patiala,Punjab,57.03,C,Aspirant,76.71,A,Front Runner,71.12,B,Performer,41.49,C,Aspirant,50.53,C,Aspirant,61.71,B,Performer,44.71,C,Aspirant,74.46,B,Performer,55.69,C,Aspirant,48.77,C,Aspirant
18823,Dhamo Majra,Patiala [327],Patiala,Punjab,56.97,C,Aspirant,81.55,A,Front Runner,77.58,A,Front Runner,64.78,B,Performer,62.17,B,Performer,55.74,C,Aspirant,25.56,D,Beginner,79.91,A,Front Runner,51.39,C,Aspirant,42.4,C,Aspirant
19294,Train,Patiala [327],Patiala,Punjab,56.96,C,Aspirant,71.83,B,Performer,84.35,A,Front Runner,65.57,B,Performer,72.16,B,Performer,38.7,D,Beginner,38.82,D,Beginner,79.93,A,Front Runner,36.09,D,Beginner,50.84,C,Aspirant
18880,Rauni,Patiala [327],Patiala,Punjab,56.8,C,Aspirant,77.67,A,Front Runner,74.42,B,Performer,48.67,C,Aspirant,52.16,C,Aspirant,51.66,C,Aspirant,37.5,D,Beginner,71.69,B,Performer,55.53,C,Aspirant,54.39,C,Aspirant
19268,Mavi Sappan,Patiala [327],Patiala,Punjab,56.73,C,Aspirant,71.91,B,Performer,88.75,A,Front Runner,67.0,B,Performer,48.0,C,Aspirant,39.22,D,Beginner,37.65,D,Beginner,76.75,A,Front Runner,47.22,C,Aspirant,55.45,C,Aspirant
19240,Hari Nagar Kherki,Patiala [327],Patiala,Punjab,56.64,C,Aspirant,69.63,B,Performer,87.2,A,Front Runner,58.27,C,Aspirant,44.83,C,Aspirant,43.27,C,Aspirant,46.67,C,Aspirant,83.21,A,Front Runner,51.4,C,Aspirant,43.78,C,Aspirant
18843,Jahlan,Patiala [327],Patiala,Punjab,56.44,C,Aspirant,68.33,B,Performer,83.5,A,Front Runner,59.85,C,Aspirant,43.02,C,Aspirant,49.52,C,Aspirant,49.44,C,Aspirant,77.03,A,Front Runner,39.05,D,Beginner,53.7,C,Aspirant
18854,Kheri Manian,Patiala [327],Patiala,Punjab,56.42,C,Aspirant,71.01,B,Performer,82.5,A,Front Runner,53.0,C,Aspirant,57.25,C,Aspirant,53.06,C,Aspirant,40.59,C,Aspirant,54.44,C,Aspirant,57.83,C,Aspirant,48.05,C,Aspirant
19258,Khusropur,Patiala [327],Patiala,Punjab,55.51,C,Aspirant,70.68,B,Performer,82.06,A,Front Runner,63.33,B,Performer,45.42,C,Aspirant,44.5,C,Aspirant,41.18,C,Aspirant,80.6,A,Front Runner,44.78,C,Aspirant,45.35,C,Aspirant
18896,Sultanpur,Patiala [327],Patiala,Punjab,55.44,C,Aspirant,66.49,B,Performer,84.67,A,Front Runner,63.33,B,Performer,44.92,C,Aspirant,58.45,C,Aspirant,31.76,D,Beginner,73.88,B,Performer,36.09,D,Beginner,62.45,B,Performer
260799,New Laluchhi,Patiala [327],Patiala,Punjab,55.41,C,Aspirant,64.5,B,Performer,76.81,A,Front Runner,49.5,C,Aspirant,42.9,C,Aspirant,60.87,B,Performer,37.94,D,Beginner,75.77,A,Front Runner,55.57,C,Aspirant,48.13,C,Aspirant
277563,Green Park,Patiala [327],Patiala,Punjab,55.4,C,Aspirant,69.43,B,Performer,87.89,A,Front Runner,67.0,B,Performer,46.67,C,Aspirant,34.29,D,Beginner,26.25,D,Beginner,76.14,A,Front Runner,55.56,C,Aspirant,67.71,B,Performer
19290,Sawajpur(Nawan),Patiala [327],Patiala,Punjab,55.37,C,Aspirant,74.33,B,Performer,66.39,B,Performer,59.57,C,Aspirant,37.82,D,Beginner,48.97,C,Aspirant,42.29,C,Aspirant,78.51,A,Front Runner,62.17,B,Performer,43.51,C,Aspirant
277560,Kartarpur,Patiala [327],Patiala,Punjab,54.99,C,Aspirant,59.84,C,Aspirant,77.5,A,Front Runner,46.55,C,Aspirant,33.75,D,Beginner,49.09,C,Aspirant,55.49,C,Aspirant,62.31,B,Performer,70.87,B,Performer,52.42,C,Aspirant
19231,Dharamheri,Patiala [327],Patiala,Punjab,54.99,C,Aspirant,83.4,A,Front Runner,77.98,A,Front Runner,63.1,B,Performer,53.2,C,Aspirant,52.99,C,Aspirant,28.33,D,Beginner,83.96,A,Front Runner,30.42,D,Beginner,54.9,C,Aspirant
244241,Bir Kheri Gujaran,Patiala [327],Patiala,Punjab,54.47,C,Aspirant,59.63,C,Aspirant,81.69,A,Front Runner,54.0,C,Aspirant,41.98,C,Aspirant,32.74,D,Beginner,43.75,C,Aspirant,76.33,A,Front Runner,62.17,B,Performer,56.25,C,Aspirant
244239,Bhagwan Pura,Patiala [327],Patiala,Punjab,54.08,C,Aspirant,59.64,C,Aspirant,75.83,A,Front Runner,62.54,B,Performer,32.01,D,Beginner,59.81,C,Aspirant,34.12,D,Beginner,80.38,A,Front Runner,53.48,C,Aspirant,49.85,C,Aspirant
18840,Inderpur,Patiala [327],Patiala,Punjab,54.03,C,Aspirant,61.15,B,Performer,59.41,C,Aspirant,63.33,B,Performer,58.76,C,Aspirant,55.55,C,Aspirant,41.18,C,Aspirant,75.58,A,Front Runner,44.78,C,Aspirant,37.47,D,Beginner
18885,Sadarpur,Patiala [327],Patiala,Punjab,54.03,C,Aspirant,78.25,A,Front Runner,76.66,A,Front Runner,51.53,C,Aspirant,57.6,C,Aspirant,59.12,C,Aspirant,38.33,D,Beginner,63.58,B,Performer,40.43,C,Aspirant,37.86,D,Beginner
