VILLAGE_ID,VILLAGE_NAME_x,GP_ID,GP_NAME,BLOCK NAME,DISTRICT NAME,STATE NAME,TOTAL - COMMUNITY COMPOST PITS,TOTAL - VEHICLES FOR COLLECTION & TRANSPORTATION OF WASTE,TOTAL - WASTE COLLECTION AND SEGREGATION SHEDS IN THE VILLAGE,TOTAL - SEGREGATION BINS AT COMMUNITY PLACES IN THE VILLAGE,TOTAL - COMMUNITY BIO-GAS PLANTS - UNDER OTHER SCHEMES,TOTAL - COMPOST PITS,TOTAL - BIOGAS PLANTS,TOTAL - FEEDING TO CATTLE,TOTAL - HOUSEHOLD BINS,TOTAL - COMMUNITY SOAK/LEACH/MAGIC PITS,TOTAL - DRAINAGE FACILITY AVAILABLE IN VILLAGE,TOTAL - COMMUNITY GREY WATER MANAGEMENT SYSTEMS,TOTAL - LEACH PITS,TOTAL - MAGIC PITS,TOTAL - SOAK PITS,TOTAL - KITCHEN GARDEN,TOTAL - DUCKWEED POND,ODF DECLARATION STATUS,GP_Name,Block,District,State,Overall_PAI_Score,Overall_Grade,Overall_Category,T1_Poverty_Free_Score,T1_Poverty_Free_Grade,T1_Poverty_Free_Category,T2_Healthy_Score,T2_Healthy_Grade,T2_Healthy_Category,T3_Child_Friendly_Score,T3_Child_Friendly_Grade,T3_Child_Friendly_Category,T4_Water_Sufficient_Score,T4_Water_Sufficient_Grade,T4_Water_Sufficient_Category,T5_Clean_Green_Score,T5_Clean_Green_Grade,T5_Clean_Green_Category,T6_Self_Sufficient_Score,T6_Self_Sufficient_Grade,T6_Self_Sufficient_Category,T7_Socially_Just_Score,T7_Socially_Just_Grade,T7_Socially_Just_Category,T8_Good_Governance_Score,T8_Good_Governance_Grade,T8_Good_Governance_Category,T9_Women_Friendly_Score,T9_Women_Friendly_Grade,T9_Women_Friendly_Category,VILLAGE_NAME_y,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS,State Name,District Name,Block Name,Panchayat Name,Total Registered HH,Total Registered Persons,SC HH,SC Persons,ST HH,ST Persons,Male Persons,Female Persons
35826,Dhunike,10870,DHUNIKE,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Dhunike,Sangat [232],Bathinda,Punjab,53.95,C,Aspirant,47.05,C,Aspirant,77.41,A,Front Runner,67.01,B,Performer,57.41,C,Aspirant,47.84,C,Aspirant,41.67,C,Aspirant,69.58,B,Performer,51.54,C,Aspirant,52.63,Unknown,Unknown,Dhunike,Dhunike,Sangat,Bathinda,Punjab,1273.0,830.0,0.0,443.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,272.0,272.0,PUNJAB,BATHINDA,SANGAT,Dhuniky,321.0,615.0,268.0,517.0,0.0,0.0,306.0,309.0
35823,CHAK KHARAK SINGHWALA URF DOOMWALI,10868,DOOMWALI URF CHAK KHARAK SINGH WALA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Doomwali Urf Chak Kharak Singh Wala,Sangat [232],Bathinda,Punjab,59.82,C,Aspirant,68.03,B,Performer,73.19,B,Performer,74.0,B,Performer,59.89,C,Aspirant,44.16,C,Aspirant,50.0,C,Aspirant,74.71,B,Performer,58.72,C,Aspirant,52.63,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
35838,Dunewala,10871,DUNEWALA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Dunewala,Sangat [232],Bathinda,Punjab,42.54,C,Aspirant,58.32,C,Aspirant,67.65,B,Performer,63.21,B,Performer,56.2,C,Aspirant,30.34,D,Beginner,22.78,D,Beginner,81.98,A,Front Runner,14.2,D,Beginner,52.63,Unknown,Unknown,Dunewala,Dunewala,Sangat,Bathinda,Punjab,1410.0,343.0,0.0,1067.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,254.0,254.0,,,,,,,,,,,,
35822,Faridkot,10872,FARIDKOT,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Faridkot,Sangat [232],Bathinda,Punjab,57.63,C,Aspirant,75.13,A,Front Runner,70.98,B,Performer,72.48,B,Performer,66.41,B,Performer,46.33,C,Aspirant,36.11,D,Beginner,81.59,A,Front Runner,54.61,C,Aspirant,52.63,Unknown,Unknown,Faridkot,Faridkot,Sangat,Bathinda,Punjab,2207.0,728.0,0.0,1479.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,446.0,446.0,PUNJAB,BATHINDA,SANGAT,Faridkot,439.0,934.0,296.0,677.0,0.0,0.0,486.0,448.0
35805,Gehri Buttar,10873,GEHRI BUTTER,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,,Gehri Butter,Sangat [232],Bathinda,Punjab,49.34,C,Aspirant,69.07,B,Performer,70.26,B,Performer,77.33,A,Front Runner,56.71,C,Aspirant,32.37,D,Beginner,40.0,C,Aspirant,78.18,A,Front Runner,18.51,D,Beginner,52.63,Unknown,Unknown,Gehri Buttar,Gehri Butter,Sangat,Bathinda,Punjab,4054.0,1589.0,0.0,2465.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,721.0,721.0,PUNJAB,BATHINDA,SANGAT,Ghari Bhutter,438.0,747.0,366.0,642.0,0.0,0.0,333.0,414.0
35810,Ghudda,10874,GHUDA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,Ghuda,Sangat [232],Bathinda,Punjab,46.57,C,Aspirant,61.52,B,Performer,78.63,A,Front Runner,71.44,B,Performer,59.53,C,Aspirant,33.68,D,Beginner,26.3,D,Beginner,72.74,B,Performer,18.49,D,Beginner,52.63,Unknown,Unknown,Ghudda,Ghuda,Sangat,Bathinda,Punjab,5397.0,1483.0,0.0,3914.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1023.0,1023.0,PUNJAB,BATHINDA,SANGAT,ghudda,686.0,1023.0,504.0,789.0,0.0,0.0,531.0,492.0
35791,Gurusar Sehnewala,10875,GURU SAR SAINEWALA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Guru Sar Sainewala,Sangat [232],Bathinda,Punjab,48.9,C,Aspirant,75.3,A,Front Runner,82.71,A,Front Runner,63.59,B,Performer,58.21,C,Aspirant,32.47,D,Beginner,33.33,D,Beginner,77.19,A,Front Runner,18.35,D,Beginner,52.63,Unknown,Unknown,Gurusar Sehnewala,Guru Sar Sainewala,Sangat,Bathinda,Punjab,2673.0,1598.0,0.0,1075.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,542.0,542.0,,,,,,,,,,,,
35790,Jai Singh Wala,10876,JAI SINGH WALA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Jai Singh Wala,Sangat [232],Bathinda,Punjab,44.34,C,Aspirant,60.42,B,Performer,72.62,B,Performer,68.01,B,Performer,55.94,C,Aspirant,30.51,D,Beginner,25.0,D,Beginner,83.05,A,Front Runner,14.18,D,Beginner,52.63,Unknown,Unknown,Jai Singh Wala,Jai Singh Wala,Sangat,Bathinda,Punjab,5539.0,2200.0,0.0,3339.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,946.0,946.0,PUNJAB,BATHINDA,SANGAT,jai singh wala,666.0,1105.0,573.0,991.0,0.0,0.0,521.0,584.0
35813,Jangi Rana,10877,JANGI RANA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,,Jangi Rana,Sangat [232],Bathinda,Punjab,44.79,C,Aspirant,67.27,B,Performer,69.89,B,Performer,63.63,B,Performer,58.91,C,Aspirant,32.99,D,Beginner,27.22,D,Beginner,78.66,A,Front Runner,13.97,D,Beginner,52.63,Unknown,Unknown,Jangi Rana,Jangi Rana,Sangat,Bathinda,Punjab,4565.0,1680.0,0.0,2885.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,801.0,801.0,,,,,,,,,,,,
35828,JASSI BAGWALI,10878,JASSI BAGWALI,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,Jassi Bagwali,Sangat [232],Bathinda,Punjab,55.62,C,Aspirant,58.57,C,Aspirant,80.99,A,Front Runner,73.39,B,Performer,55.54,C,Aspirant,47.32,C,Aspirant,48.89,C,Aspirant,76.27,A,Front Runner,34.62,D,Beginner,52.63,Unknown,Unknown,Jassi Bagh Wali,Jassi Bagwali,Sangat,Bathinda,Punjab,3535.0,1136.0,0.0,2399.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,695.0,695.0,PUNJAB,BATHINDA,SANGAT,JASSI BAGWALI,542.0,922.0,457.0,792.0,0.0,0.0,464.0,458.0
35833,JODHPUR BAGGA SINGH ALIAS PHALRAN,10879,Jodhpur Bagga/Phalak,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Jodhpur Bagga/Phalak,Sangat [232],Bathinda,Punjab,44.89,C,Aspirant,58.92,C,Aspirant,82.64,A,Front Runner,75.97,A,Front Runner,55.0,C,Aspirant,25.72,D,Beginner,25.56,D,Beginner,74.11,B,Performer,14.17,D,Beginner,52.63,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
35820,KAL JHARANI,10880,KAL JHARANI,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Kal Jharani,Sangat [232],Bathinda,Punjab,59.25,C,Aspirant,68.38,B,Performer,72.27,B,Performer,75.5,A,Front Runner,68.8,B,Performer,42.61,C,Aspirant,44.44,C,Aspirant,75.93,A,Front Runner,55.57,C,Aspirant,52.63,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
35829,Kishanpura Urf Kutti,10881,KISHANPURA ALIAS KUTTI,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Kishanpura Alias Kutti,Sangat [232],Bathinda,Punjab,57.93,C,Aspirant,66.94,B,Performer,78.05,A,Front Runner,78.02,A,Front Runner,62.11,B,Performer,51.63,C,Aspirant,47.22,C,Aspirant,72.8,B,Performer,30.86,D,Beginner,52.63,Unknown,Unknown,Kishanpura Urf Kutti,Kishanpura Alias Kutti,Sangat,Bathinda,Punjab,1558.0,429.0,0.0,1129.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,335.0,335.0,,,,,,,,,,,,
35809,KOT GURU,10882,KOTGURU ALIAS GURUKE,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Kotguru Alias Guruke,Sangat [232],Bathinda,Punjab,57.71,C,Aspirant,65.47,B,Performer,76.12,A,Front Runner,78.7,A,Front Runner,63.84,B,Performer,49.17,C,Aspirant,32.96,D,Beginner,83.25,A,Front Runner,51.68,C,Aspirant,52.63,Unknown,Unknown,Kot Guru,Kotguru Alias Guruke,Sangat,Bathinda,Punjab,3033.0,1594.0,0.0,1439.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,463.0,463.0,PUNJAB,BATHINDA,SANGAT,kotguru,525.0,831.0,407.0,652.0,0.0,0.0,350.0,481.0
35807,SANGAT KALAN,10895,KOTHE SANGAT KALAN,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Kothe Sangat Kalan,Sangat [232],Bathinda,Punjab,51.28,C,Aspirant,53.94,C,Aspirant,77.93,A,Front Runner,74.0,B,Performer,56.67,C,Aspirant,52.37,C,Aspirant,24.67,D,Beginner,71.11,B,Performer,30.86,D,Beginner,52.63,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
35821,Kotli Sabo,10883,KOTLI SABO,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Kotli Sabo,Sangat [232],Bathinda,Punjab,55.4,C,Aspirant,60.8,B,Performer,69.84,B,Performer,66.32,B,Performer,64.67,B,Performer,44.05,C,Aspirant,38.89,D,Beginner,75.63,A,Front Runner,55.83,C,Aspirant,52.63,Unknown,Unknown,Kotli Sabo,Kotli Sabo,Sangat,Bathinda,Punjab,1280.0,395.0,0.0,885.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,241.0,241.0,PUNJAB,BATHINDA,SANGAT,kotli sabo,315.0,664.0,156.0,363.0,0.0,0.0,361.0,303.0
35816,Lool Bai,10884,LOOL BAI,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,Lool Bai,Sangat [232],Bathinda,Punjab,54.58,C,Aspirant,71.69,B,Performer,68.89,B,Performer,74.17,B,Performer,57.14,C,Aspirant,39.27,D,Beginner,31.11,D,Beginner,78.4,A,Front Runner,55.64,C,Aspirant,52.63,Unknown,Unknown,Lool Bai,Lool Bai,Sangat,Bathinda,Punjab,1759.0,934.0,0.0,825.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,332.0,332.0,,,,,,,,,,,,
35844,Malwala,10885,MAL WALA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Mal Wala,Sangat [232],Bathinda,Punjab,42.17,C,Aspirant,61.81,B,Performer,78.67,A,Front Runner,70.95,B,Performer,53.81,C,Aspirant,26.91,D,Beginner,29.63,D,Beginner,67.44,B,Performer,13.89,D,Beginner,52.63,Unknown,Unknown,Malwala,Malwala,Sangat,Bathinda,Punjab,2893.0,1277.0,0.0,1616.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,533.0,533.0,,,,,,,,,,,,
35806,ANOOPGARH URF MACHHANA,10886,MASANA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Masana,Sangat [232],Bathinda,Punjab,51.53,C,Aspirant,67.92,B,Performer,60.03,B,Performer,69.59,B,Performer,54.82,C,Aspirant,43.05,C,Aspirant,46.11,C,Aspirant,80.52,A,Front Runner,31.63,D,Beginner,52.63,Unknown,Unknown,Machhana,Masana,Sangat,Bathinda,Punjab,1603.0,735.0,0.0,868.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,319.0,319.0,PUNJAB,BATHINDA,SANGAT,masana,324.0,619.0,222.0,448.0,0.0,0.0,299.0,320.0
35804,Mehta,10887,MEHTA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Mehta,Sangat [232],Bathinda,Punjab,57.64,C,Aspirant,63.23,B,Performer,82.94,A,Front Runner,68.6,B,Performer,58.57,C,Aspirant,46.33,C,Aspirant,36.11,D,Beginner,76.3,A,Front Runner,55.86,C,Aspirant,52.63,Unknown,Unknown,Mehta,Mehta,Sangat,Bathinda,Punjab,3351.0,1165.0,0.0,2186.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,623.0,623.0,PUNJAB,BATHINDA,SANGAT,mehta,437.0,701.0,257.0,431.0,0.0,0.0,337.0,364.0
35827,Muhlan,10888,MUHALAN,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Muhalan,Sangat [232],Bathinda,Punjab,55.11,C,Aspirant,67.25,B,Performer,81.6,A,Front Runner,66.46,B,Performer,59.64,C,Aspirant,53.0,C,Aspirant,36.67,D,Beginner,75.5,A,Front Runner,51.7,C,Aspirant,52.63,Unknown,Unknown,Muhlan,Muhalan,Sangat,Bathinda,Punjab,1150.0,383.0,0.0,767.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,195.0,195.0,PUNJAB,BATHINDA,SANGAT,Muhala,242.0,512.0,209.0,438.0,0.0,0.0,256.0,256.0
35811,Nandgarh,10889,NANDGARH,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Nandgarh,Sangat [232],Bathinda,Punjab,54.45,C,Aspirant,57.31,C,Aspirant,78.98,A,Front Runner,67.23,B,Performer,57.81,C,Aspirant,36.38,D,Beginner,36.67,D,Beginner,75.81,A,Front Runner,59.73,C,Aspirant,52.63,Unknown,Unknown,Nandgarh,Nandgarh,Sangat,Bathinda,Punjab,1800.0,782.0,0.0,1018.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,347.0,347.0,PUNJAB,BATHINDA,SANGAT,Nandgarh,324.0,599.0,209.0,409.0,0.0,0.0,353.0,246.0
35823,CHAK KHARAK SINGHWALA URF DOOMWALI,235932,NAR SINGH COLONY,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,Nar Singh Colony,Sangat [232],Bathinda,Punjab,59.02,C,Aspirant,68.67,B,Performer,81.67,A,Front Runner,74.18,B,Performer,77.28,A,Front Runner,46.36,C,Aspirant,25.69,D,Beginner,79.51,A,Front Runner,51.55,C,Aspirant,52.63,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
35836,PAKKA KALAN,10890,PAKKA KALAN,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,Pakka Kalan,Sangat [232],Bathinda,Punjab,47.07,C,Aspirant,69.35,B,Performer,78.16,A,Front Runner,68.14,B,Performer,58.48,C,Aspirant,34.7,D,Beginner,31.11,D,Beginner,78.28,A,Front Runner,14.2,D,Beginner,52.63,Unknown,Unknown,Pacca Kalan,Pakka Kalan,Sangat,Bathinda,Punjab,9077.0,3076.0,0.0,6001.0,7.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1653.0,1653.0,,,,,,,,,,,,
35824,Pathrala,10891,PATHRALA,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,Pathrala,Sangat [232],Bathinda,Punjab,43.55,C,Aspirant,62.39,B,Performer,74.11,B,Performer,71.81,B,Performer,46.23,C,Aspirant,17.05,D,Beginner,42.59,C,Aspirant,67.92,B,Performer,18.36,D,Beginner,52.63,Unknown,Unknown,Pathrala,Pathrala,Sangat,Bathinda,Punjab,7494.0,2739.0,0.0,4755.0,7.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1446.0,1446.0,PUNJAB,BATHINDA,SANGAT,pathrala,901.0,1518.0,782.0,1342.0,0.0,0.0,693.0,825.0
35808,Phullo Mithi,10892,PHULO MITHI,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Phulo Mithi,Sangat [232],Bathinda,Punjab,45.0,C,Aspirant,63.08,B,Performer,74.05,B,Performer,66.41,B,Performer,52.75,C,Aspirant,25.61,D,Beginner,31.11,D,Beginner,75.68,A,Front Runner,18.36,D,Beginner,52.63,Unknown,Unknown,Phullo Mithi,Phulo Mithi,Sangat,Bathinda,Punjab,4185.0,1383.0,0.0,2802.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,802.0,802.0,,,,,,,,,,,,
35817,Raike kalan,10893,RAIKE KALAN,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,Raike Kalan,Sangat [232],Bathinda,Punjab,45.99,C,Aspirant,60.93,B,Performer,78.98,A,Front Runner,72.84,B,Performer,53.92,C,Aspirant,27.01,D,Beginner,30.19,D,Beginner,63.88,B,Performer,22.5,D,Beginner,52.63,Unknown,Unknown,Raike Kalan,Raike Kalan,Sangat,Bathinda,Punjab,5466.0,2653.0,0.0,2813.0,8.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1035.0,1035.0,PUNJAB,BATHINDA,SANGAT,raike kalan,766.0,1502.0,659.0,1345.0,0.0,0.0,760.0,742.0
35814,Raike Khurd Urf Chak Dana,10894,RAIKE KHURD,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Raike Khurd,Sangat [232],Bathinda,Punjab,54.14,C,Aspirant,69.0,B,Performer,71.3,B,Performer,54.22,C,Aspirant,68.9,B,Performer,43.36,C,Aspirant,33.33,D,Beginner,76.95,A,Front Runner,51.51,C,Aspirant,52.63,Unknown,Unknown,Raike Khurd Urf Chak Dana,Raike Khurd,Sangat,Bathinda,Punjab,1388.0,668.0,0.0,720.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,297.0,297.0,,,,,,,,,,,,
35807,SANGAT KALAN,243911,SANGAT KALAN,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,Sangat Kalan,Sangat [232],Bathinda,Punjab,47.53,C,Aspirant,73.42,B,Performer,69.42,B,Performer,73.39,B,Performer,60.0,B,Performer,37.95,D,Beginner,33.33,D,Beginner,70.4,B,Performer,18.35,D,Beginner,52.63,Unknown,Unknown,Sangat Kalan,Sangat Kalan,Sangat,Bathinda,Punjab,2556.0,1120.0,0.0,1436.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,862.0,862.0,PUNJAB,BATHINDA,SANGAT,SANGAT KALAN,462.0,771.0,379.0,623.0,0.0,0.0,376.0,395.0
35834,SEKHO,10896,SEKHU,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,Sekhu,Sangat [232],Bathinda,Punjab,47.16,C,Aspirant,57.73,C,Aspirant,75.16,A,Front Runner,82.3,A,Front Runner,57.83,C,Aspirant,34.58,D,Beginner,36.67,D,Beginner,74.1,B,Performer,14.18,D,Beginner,52.63,Unknown,Unknown,Sekhu,Sekhu,Sangat,Bathinda,Punjab,5174.0,1599.0,0.0,3575.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,938.0,938.0,,,,,,,,,,,,
35840,Shergarh,10897,SHERGARH,SANGAT ( 232 ),BATHINDA ( 28 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,Shergarh,Sangat [232],Bathinda,Punjab,44.21,C,Aspirant,72.85,B,Performer,68.6,B,Performer,63.95,B,Performer,55.09,C,Aspirant,29.62,D,Beginner,22.78,D,Beginner,79.93,A,Front Runner,14.44,D,Beginner,52.63,Unknown,Unknown,Shergarh,Shergarh,Sangat,Bathinda,Punjab,1993.0,897.0,0.0,1096.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,367.0,367.0,,,,,,,,,,,,
35848,Bagha,10898,BAGHA,TALWANDI SABO ( 233 ),BATHINDA ( 28 ),Punjab ( 3 ),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,Bagha,Talwandi Sabo [233],Bathinda,Punjab,55.34,C,Aspirant,47.09,C,Aspirant,66.16,B,Performer,61.45,B,Performer,76.65,A,Front Runner,52.08,C,Aspirant,39.44,D,Beginner,61.81,B,Performer,46.52,C,Aspirant,56.15,C,Aspirant,BAGHA,BAGHA,Talwandi Sabo,Bathinda,Punjab,3601.0,1080.0,0.0,2521.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,715.0,715.0,PUNJAB,BATHINDA,TALWANDI SABO,Bagha,374.0,715.0,222.0,421.0,0.0,0.0,319.0,396.0
35897,BHAGIBANDAR,260777,BANDER PATTI,TALWANDI SABO ( 233 ),BATHINDA ( 28 ),Punjab ( 3 ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,This village is NOT declared as ODF-Plus,Bander Patti,Talwandi Sabo [233],Bathinda,Punjab,57.6,C,Aspirant,46.84,C,Aspirant,82.73,A,Front Runner,60.12,B,Performer,71.21,B,Performer,40.03,C,Aspirant,66.88,B,Performer,61.68,B,Performer,51.7,C,Aspirant,49.26,C,Aspirant,,,,,,,,,,,,,,,,,,,,,,,,,,,
