VILLAGE_NAME,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS
Gobindgarh Kulchian,Jindapur,Chamkaur Sahib,Rupnagar,Punjab,5.0,0.0,0.0,5.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1.0,1.0
JINDAPUR,Jindapur,Chamkaur Sahib,Rupnagar,Punjab,417.0,179.0,0.0,238.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,62.0,62.0
TAPPRIAN RASHIDPUR,Jindapur,Chamkaur Sahib,Rupnagar,Punjab,78.0,0.0,0.0,78.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,15.0,15.0
Kahanpur,Kahanpur,Chamkaur Sahib,Rupnagar,Punjab,349.0,4.0,0.0,345.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,68.0,68.0
Kishanpura,Kahanpur,Chamkaur Sahib,Rupnagar,Punjab,34.0,0.0,0.0,34.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,5.0,5.0
Chak Amar Singh,Kandhola,Chamkaur Sahib,Rupnagar,Punjab,21.0,0.0,0.0,21.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,5.0,5.0
Haron,Kandhola,Chamkaur Sahib,Rupnagar,Punjab,207.0,66.0,0.0,141.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,24.0,24.0
Kandhola,Kandhola,Chamkaur Sahib,Rupnagar,Punjab,836.0,343.0,0.0,493.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,93.0,93.0
Katlour,Katlaur,Chamkaur Sahib,Rupnagar,Punjab,740.0,238.0,0.0,502.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,110.0,110.0
Khanpur,Khanpur,Chamkaur Sahib,Rupnagar,Punjab,739.0,35.0,0.0,704.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Khokhar,Khokhar,Chamkaur Sahib,Rupnagar,Punjab,1310.0,190.0,0.0,1120.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,290.0,290.0
Khera,Kiri Afgana,Chamkaur Sahib,Rupnagar,Punjab,36.0,16.0,0.0,20.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,9.0,9.0
Kiri Afghana,Kiri Afgana,Chamkaur Sahib,Rupnagar,Punjab,1095.0,400.0,0.0,695.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,143.0,143.0
Kotla Ranewal,Kiri Afgana,Chamkaur Sahib,Rupnagar,Punjab,130.0,78.0,0.0,52.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,25.0,25.0
Kotla Sarmukh Singh,Kotla Surmukh Singh,Chamkaur Sahib,Rupnagar,Punjab,489.0,214.0,0.0,275.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,95.0,95.0
Kotli,Kotli,Chamkaur Sahib,Rupnagar,Punjab,667.0,363.0,0.0,304.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,126.0,126.0
Bama,Kulian,Chamkaur Sahib,Rupnagar,Punjab,308.0,0.0,0.0,308.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,55.0,55.0
Kullian,Kulian,Chamkaur Sahib,Rupnagar,Punjab,345.0,222.0,0.0,123.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,63.0,63.0
Makowal,Makowal,Chamkaur Sahib,Rupnagar,Punjab,1462.0,832.0,0.0,630.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,255.0,255.0
Makrauna Khurd,Makrauna Khurd,Chamkaur Sahib,Rupnagar,Punjab,1145.0,561.0,0.0,584.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,212.0,212.0
Manjitpura,Manjitpura Urf Chamar Majra,Chamkaur Sahib,Rupnagar,Punjab,419.0,419.0,0.0,0.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,80.0,80.0
Muajudinpur,Maujudinpur,Chamkaur Sahib,Rupnagar,Punjab,405.0,245.0,0.0,160.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,85.0,85.0
Muzafat,Mazafat,Chamkaur Sahib,Rupnagar,Punjab,440.0,7.0,0.0,433.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,92.0,92.0
Mehtot,Mehtot,Chamkaur Sahib,Rupnagar,Punjab,1202.0,518.0,0.0,684.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,186.0,186.0
Mohan Majra,Mohan Majra,Chamkaur Sahib,Rupnagar,Punjab,626.0,368.0,0.0,258.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,131.0,131.0
Muqrabpur,Mukarabpur,Chamkaur Sahib,Rupnagar,Punjab,239.0,124.0,0.0,115.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,40.0,40.0
Mundian,Mundian,Chamkaur Sahib,Rupnagar,Punjab,1323.0,671.0,0.0,652.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,280.0,280.0
Fatehgarh Viran,PHASSE,Chamkaur Sahib,Rupnagar,Punjab,180.0,0.0,0.0,180.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,43.0,43.0
Phasse,PHASSE,Chamkaur Sahib,Rupnagar,Punjab,240.0,150.0,0.0,90.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,45.0,45.0
Pipal Majra,Pippal Majra,Chamkaur Sahib,Rupnagar,Punjab,1082.0,633.0,0.0,449.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,175.0,175.0
Rampur,Rampur,Chamkaur Sahib,Rupnagar,Punjab,740.0,206.0,0.0,534.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,144.0,144.0
Rampur Bet,Rampur Bet,Chamkaur Sahib,Rupnagar,Punjab,208.0,52.0,0.0,156.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,32.0,32.0
Rashidpur,Rashidpur,Chamkaur Sahib,Rupnagar,Punjab,1115.0,590.0,0.0,525.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,207.0,207.0
Rolu Majra,Raulu Majra,Chamkaur Sahib,Rupnagar,Punjab,1376.0,486.0,0.0,890.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,228.0,228.0
Rakoli Mangarh,Rukali Mangarh,Chamkaur Sahib,Rupnagar,Punjab,712.0,239.0,0.0,473.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,76.0,76.0
Rurki Hiran,Rurki Heeran,Chamkaur Sahib,Rupnagar,Punjab,1629.0,494.0,0.0,1135.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,296.0,296.0
SAIDPUR,SAIDPUR,Chamkaur Sahib,Rupnagar,Punjab,442.0,45.0,0.0,397.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,75.0,75.0
Salahpur,Salahpur,Chamkaur Sahib,Rupnagar,Punjab,479.0,46.0,0.0,433.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,100.0,100.0
Salempur,Salempur,Chamkaur Sahib,Rupnagar,Punjab,2610.0,992.0,0.0,1618.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,493.0,493.0
Sandhuan,Sandhuan,Chamkaur Sahib,Rupnagar,Punjab,1931.0,921.0,0.0,1010.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,318.0,318.0
Sarangpur,Sarangpur,Chamkaur Sahib,Rupnagar,Punjab,228.0,168.0,0.0,60.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,59.0,59.0
Shantpur,Shantpur,Chamkaur Sahib,Rupnagar,Punjab,712.0,330.0,0.0,382.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,133.0,133.0
Beli Attalgarh,Sheikhupur,Chamkaur Sahib,Rupnagar,Punjab,11.0,0.0,0.0,11.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,2.0,2.0
Karkhana Bela,Sheikhupur,Chamkaur Sahib,Rupnagar,Punjab,27.0,27.0,0.0,0.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,8.0,8.0
Sheikhupur,Sheikhupur,Chamkaur Sahib,Rupnagar,Punjab,570.0,220.0,0.0,350.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,105.0,105.0
Silo Mascow,Silo Mascow,Chamkaur Sahib,Rupnagar,Punjab,577.0,428.0,0.0,149.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,45.0,45.0
Panjpeda,Sultanpur,Chamkaur Sahib,Rupnagar,Punjab,142.0,115.0,0.0,27.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,27.0,27.0
Sultanpur,Sultanpur,Chamkaur Sahib,Rupnagar,Punjab,285.0,85.0,0.0,200.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,65.0,65.0
Talapur,Tala Pur,Chamkaur Sahib,Rupnagar,Punjab,543.0,64.0,0.0,479.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,108.0,108.0
Tapprian Amar Singh,Tapprian Amar Singh,Chamkaur Sahib,Rupnagar,Punjab,1148.0,57.0,0.0,1091.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,238.0,238.0
Chupki,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,100.0,0.0,0.0,100.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,16.0,16.0
Khalilpur,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,115.0,5.0,0.0,110.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,20.0,20.0
Ramgarh,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,396.0,329.0,0.0,67.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,45.0,45.0
Ranga,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,184.0,176.0,0.0,8.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,33.0,33.0
Rattanpur,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,105.0,20.0,0.0,85.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,21.0,21.0
Tapprian Boothgarh,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,6.0,0.0,0.0,6.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,2.0,2.0
Tapprian Ramgarh,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,70.0,20.0,0.0,50.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,15.0,15.0
Taprian Gharispur,Tapprian Gharishpur,Chamkaur Sahib,Rupnagar,Punjab,426.0,354.0,0.0,72.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,71.0,71.0
Wazidpur,Wazidpur,Chamkaur Sahib,Rupnagar,Punjab,300.0,20.0,0.0,280.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,59.0,59.0
Amrali,Amrali,Morinda,Rupnagar,Punjab,1826.0,532.0,0.0,1294.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,425.0,425.0
Arnauli,Arnouli,Morinda,Rupnagar,Punjab,890.0,688.0,0.0,202.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,170.0,170.0
Badwali,Badwali,Morinda,Rupnagar,Punjab,1462.0,698.0,0.0,764.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,265.0,265.0
Ballan,Ballan,Morinda,Rupnagar,Punjab,472.0,237.0,0.0,235.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,108.0,108.0
Bamnara,Bamnara,Morinda,Rupnagar,Punjab,1240.0,690.0,0.0,550.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,238.0,238.0
Ban Majra,Ban Majra,Morinda,Rupnagar,Punjab,986.0,595.0,0.0,391.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,195.0,195.0
Matheri,Ban Majra,Morinda,Rupnagar,Punjab,264.0,0.0,0.0,264.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,49.0,49.0
Bangian,Bangian,Morinda,Rupnagar,Punjab,285.0,104.0,0.0,181.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,65.0,65.0
Behbalpur,Behbalpur,Morinda,Rupnagar,Punjab,566.0,256.0,0.0,310.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,115.0,115.0
Behdali,Behdali,Morinda,Rupnagar,Punjab,1157.0,282.0,0.0,875.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,208.0,208.0
Bhagowal,Bhagowal,Morinda,Rupnagar,Punjab,516.0,0.0,0.0,516.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,100.0,100.0
Boor Majra,Boor Majra,Morinda,Rupnagar,Punjab,2038.0,606.0,0.0,1432.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,461.0,461.0
Boothgarh,Boothgarh,Morinda,Rupnagar,Punjab,350.0,100.0,0.0,250.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,73.0,73.0
Rampur Mehrab,Boothgarh,Morinda,Rupnagar,Punjab,166.0,46.0,0.0,120.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,35.0,35.0
Chaklan,Chaklan,Morinda,Rupnagar,Punjab,322.0,12.0,0.0,310.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,64.0,64.0
Chalaki,Chalaki,Morinda,Rupnagar,Punjab,510.0,250.0,0.0,260.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,88.0,88.0
Charheri,Charheri,Morinda,Rupnagar,Punjab,585.0,50.0,0.0,535.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,116.0,116.0
Chitamla,Chatamla,Morinda,Rupnagar,Punjab,1122.0,653.0,0.0,469.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,228.0,228.0
Ranjitpura Alias Akbarpur,Chatamla,Morinda,Rupnagar,Punjab,30.0,0.0,0.0,30.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,6.0,6.0
Chitamli,Chatamli,Morinda,Rupnagar,Punjab,1312.0,632.0,0.0,680.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,235.0,235.0
Datarpur,Datarpur,Morinda,Rupnagar,Punjab,961.0,338.0,0.0,623.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,176.0,176.0
Rambagh,Datarpur,Morinda,Rupnagar,Punjab,29.0,29.0,0.0,0.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,7.0,7.0
Dhanauri,Dhanauri,Morinda,Rupnagar,Punjab,2450.0,525.0,0.0,1925.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,438.0,438.0
Dhangrali,Dhangrali,Morinda,Rupnagar,Punjab,1680.0,985.0,0.0,695.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,330.0,330.0
Dhianpura,Dhianpura,Morinda,Rupnagar,Punjab,908.0,280.0,0.0,628.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,165.0,165.0
Dholan Majra,Dholan Majra,Morinda,Rupnagar,Punjab,638.0,158.0,0.0,480.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,105.0,105.0
Doom Chheri,Doomcheri,Morinda,Rupnagar,Punjab,1373.0,385.0,0.0,988.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,275.0,275.0
Dumna,Dumna,Morinda,Rupnagar,Punjab,1090.0,660.0,0.0,430.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,222.0,222.0
Fatehgarh,Fatehgarh,Morinda,Rupnagar,Punjab,609.0,274.0,0.0,335.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,117.0,117.0
Gopalpur,Gopalpur,Morinda,Rupnagar,Punjab,831.0,351.0,0.0,480.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,145.0,145.0
Kainaur,Kainour,Morinda,Rupnagar,Punjab,2952.0,1274.0,0.0,1678.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,560.0,560.0
Kajauli,Kajouli,Morinda,Rupnagar,Punjab,785.0,255.0,0.0,530.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Kakrali,Kakrali,Morinda,Rupnagar,Punjab,1597.0,622.0,0.0,975.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,285.0,285.0
Kalaran,Kalaran,Morinda,Rupnagar,Punjab,940.0,290.0,0.0,650.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,83.0,83.0
Kalheri,Kalheri,Morinda,Rupnagar,Punjab,790.0,580.0,0.0,210.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,145.0,145.0
Kanjla,Kanjla,Morinda,Rupnagar,Punjab,766.0,417.0,0.0,349.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,123.0,123.0
Khairpur,Khairpur,Morinda,Rupnagar,Punjab,600.0,187.0,0.0,413.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,102.0,102.0
Kotla,Kotla,Morinda,Rupnagar,Punjab,157.0,0.0,0.0,157.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,31.0,31.0
Kotli,Kotli,Morinda,Rupnagar,Punjab,600.0,150.0,0.0,450.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,134.0,134.0
Lutheri,Lutheri,Morinda,Rupnagar,Punjab,1305.0,473.0,0.0,832.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,260.0,260.0
Majri,Majri,Morinda,Rupnagar,Punjab,2398.0,1067.0,0.0,1331.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,59.0,59.0
Mandan,Mandan,Morinda,Rupnagar,Punjab,64.0,24.0,0.0,40.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,13.0,13.0
Man Kheri,Mankheri,Morinda,Rupnagar,Punjab,657.0,291.0,0.0,366.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,102.0,102.0
Marauli Kalan,Marauli Kalan,Morinda,Rupnagar,Punjab,2869.0,943.0,0.0,1926.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,517.0,517.0
Marauli Khurd,Marauli Khurd,Morinda,Rupnagar,Punjab,960.0,530.0,0.0,430.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,170.0,170.0
Morinda Rural,Morinda Rural,Morinda,Rupnagar,Punjab,947.0,946.0,0.0,1.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,169.0,169.0
Mundian,Mundian,Morinda,Rupnagar,Punjab,531.0,151.0,0.0,380.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,103.0,103.0
Nathmalpur,Nathmalpur,Morinda,Rupnagar,Punjab,1374.0,781.0,0.0,593.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,283.0,283.0
Oind,Oind,Morinda,Rupnagar,Punjab,1833.0,549.0,0.0,1284.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,371.0,371.0
Paprali,Paprali,Morinda,Rupnagar,Punjab,1500.0,676.0,0.0,824.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,281.0,281.0
Ramgarh,Ramgarh,Morinda,Rupnagar,Punjab,277.0,245.0,0.0,32.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,94.0,94.0
Rangian,Rangian,Morinda,Rupnagar,Punjab,1605.0,456.0,0.0,1149.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,295.0,295.0
Rasulpur,Rasulpur,Morinda,Rupnagar,Punjab,750.0,260.0,0.0,490.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Rattangarh,Rattangarh,Morinda,Rupnagar,Punjab,384.0,4.0,0.0,380.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,77.0,77.0
Rauni Kalan,Rauni Kalan,Morinda,Rupnagar,Punjab,530.0,194.0,0.0,336.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,97.0,97.0
Rouni Khurd,Rauni Khurd,Morinda,Rupnagar,Punjab,250.0,30.0,0.0,220.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,40.0,40.0
Saheri,Saheri,Morinda,Rupnagar,Punjab,1589.0,789.0,0.0,800.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,298.0,298.0
Sakho Majra,Sakho Majra,Morinda,Rupnagar,Punjab,660.0,300.0,0.0,360.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,120.0,120.0
Samana Kalan,Samana Kalan,Morinda,Rupnagar,Punjab,1838.0,588.0,0.0,1250.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,325.0,325.0
Samana Khurd,Samana Khurd,Morinda,Rupnagar,Punjab,861.0,135.0,0.0,726.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,190.0,190.0
Samrauli,Samrauli,Morinda,Rupnagar,Punjab,365.0,174.0,0.0,191.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,60.0,60.0
Sangatpura,Sangatpur,Morinda,Rupnagar,Punjab,210.0,125.0,0.0,85.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,35.0,35.0
Sarhana,Sarhana,Morinda,Rupnagar,Punjab,870.0,350.0,0.0,520.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,147.0,147.0
Shahpur,Shahpur,Morinda,Rupnagar,Punjab,350.0,100.0,0.0,250.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,68.0,68.0
Sotal Baba,Sotal Baba,Morinda,Rupnagar,Punjab,1600.0,185.0,0.0,1415.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,296.0,296.0
Tajpura,Tajpura,Morinda,Rupnagar,Punjab,726.0,156.0,0.0,570.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Udhampur,Udhampur,Morinda,Rupnagar,Punjab,222.0,15.0,0.0,207.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,48.0,48.0
Abiana Kalan,Abiana Kalan,Nurpur Bedi,Rupnagar,Punjab,946.0,148.0,0.0,798.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,192.0,192.0
Abiana Khurd,Abiana Khurd,Nurpur Bedi,Rupnagar,Punjab,931.0,84.0,0.0,847.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,196.0,196.0
Amarpur Bela,Amarpur Bela,Nurpur Bedi,Rupnagar,Punjab,316.0,40.0,0.0,276.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,88.0,88.0
Asalatpur,Aslatpur,Nurpur Bedi,Rupnagar,Punjab,546.0,0.0,0.0,546.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,184.0,184.0
Aulakh,Aulakh,Nurpur Bedi,Rupnagar,Punjab,612.0,49.0,0.0,563.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,162.0,162.0
Azampur,Azampur,Nurpur Bedi,Rupnagar,Punjab,890.0,245.0,0.0,645.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,215.0,215.0
Bahman Majra,Bahman Majra,Nurpur Bedi,Rupnagar,Punjab,664.0,62.0,0.0,602.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,141.0,141.0
Bainhara,Bainhara,Nurpur Bedi,Rupnagar,Punjab,238.0,0.0,0.0,238.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,102.0,102.0
Bains,Bains,Nurpur Bedi,Rupnagar,Punjab,1444.0,490.0,0.0,954.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,374.0,374.0
Bajroor,Bajrur,Nurpur Bedi,Rupnagar,Punjab,2412.0,595.0,0.0,1817.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,593.0,593.0
Balewal,Balewal,Nurpur Bedi,Rupnagar,Punjab,1594.0,237.0,0.0,1357.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,609.0,609.0
Barari,Barari,Nurpur Bedi,Rupnagar,Punjab,434.0,0.0,0.0,434.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,74.0,74.0
Barian,Barian,Nurpur Bedi,Rupnagar,Punjab,496.0,15.0,0.0,481.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,102.0,102.0
Barwa,Barwa,Nurpur Bedi,Rupnagar,Punjab,1700.0,240.0,0.0,1460.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,374.0,374.0
Basali,Basali,Nurpur Bedi,Rupnagar,Punjab,768.0,131.0,0.0,637.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,274.0,274.0
Bassi,Bassi,Nurpur Bedi,Rupnagar,Punjab,823.0,197.0,0.0,626.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,197.0,197.0
Chanauli,Bassi,Nurpur Bedi,Rupnagar,Punjab,1341.0,291.0,0.0,1050.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,337.0,337.0
Batarla,Batarala,Nurpur Bedi,Rupnagar,Punjab,292.0,55.0,0.0,237.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,57.0,57.0
Bhaini,Bhaini,Nurpur Bedi,Rupnagar,Punjab,715.0,67.0,0.0,648.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,141.0,141.0
Bhanglan,Bhangal,Nurpur Bedi,Rupnagar,Punjab,1111.0,164.0,0.0,947.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,294.0,294.0
Bhauwal,Bhaowal,Nurpur Bedi,Rupnagar,Punjab,949.0,149.0,0.0,800.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,198.0,198.0
PAHARON,Bhaowal,Nurpur Bedi,Rupnagar,Punjab,9.0,0.0,0.0,9.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,2.0,2.0
Bathlour Khad,Bhatlaur Khad,Nurpur Bedi,Rupnagar,Punjab,660.0,390.0,0.0,270.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,160.0,160.0
Bhatauli,Bhatoli,Nurpur Bedi,Rupnagar,Punjab,177.0,93.0,0.0,84.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,84.0,84.0
Bhatton,Bhatton,Nurpur Bedi,Rupnagar,Punjab,781.0,76.0,0.0,705.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,167.0,167.0
Bhogipur,Bhogipur,Nurpur Bedi,Rupnagar,Punjab,583.0,91.0,0.0,492.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,119.0,119.0
Boothgarh,Buthgarh,Nurpur Bedi,Rupnagar,Punjab,359.0,36.0,0.0,323.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,92.0,92.0
Chhaja,Chajja,Nurpur Bedi,Rupnagar,Punjab,474.0,52.0,0.0,422.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,97.0,97.0
Chandpur,Chandpur,Nurpur Bedi,Rupnagar,Punjab,182.0,0.0,0.0,182.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,262.0,262.0
